Month,Wspd,Wdir,Gust,Atmp,Pres,Dewp,Humi,Wtmp,Wvht,Dpd,Mwd
1,4.12907557832,101,4.8896947638,27.8,1013.9,23.1,76.0,27.76,1.2,10.0,80
1,4.12907557832,101,4.8896947638,27.8,1013.9,23.1,76.0,27.76,1.2,10.0,80
1,3.2597965092,68,4.02041569468,27.95,1012.55,23.1,75.0,28.12,1.16,9.75,75.5
1,3.69443604376,68,4.67237499652,28.1,1011.2,23.1,74.0,28.48,1.12,9.5,71
1,4.3463953456,62,5.54165406564,28.2,1010.8,23.7,77.0,28.41,1.18,9.5,68
1,6.84557266931,77,8.14949127299,28.2,1010.8,23.7,77.0,28.41,1.18,9.5,68
1,8.14949127299,71,9.67072964395,27.8,1011.2,23.9,79.0,27.91,1.13,9.1,62
1,9.01877034211,65,10.5400087131,27.6,1012.3,24.3,82.0,27.9,1.28,8.7,59
1,6.30227325111,44,7.60619185479,27.3,1010.8,24.4,84.0,27.89,1.4,9.5,50
1,6.30227325111,44,7.60619185479,27.3,1010.8,24.4,84.0,27.89,1.4,9.0,50
1,6.19361336747,35,7.28021220387,27.6,1011.7,24.35,82.0,27.88,1.38,9.25,48.5
1,6.95423255295,23,8.14949127299,27.75,1012.15,24.33,81.0,27.88,1.37,9.38,47.75
1,6.84557266931,26,8.25815115663,27.82,1012.38,24.31,80.5,27.88,1.37,9.44,47.38
1,5.32433429836,32,6.30227325111,27.86,1012.49,24.3,80.25,27.88,1.37,9.47,47.19
1,5.97629360019,26,6.95423255295,27.9,1012.6,24.3,80.0,27.87,1.36,9.5,47
1,7.17155232023,35,8.25815115663,28.1,1009.9,24.4,81.0,28.17,1.22,9.1,50
1,7.17155232023,35,8.25815115663,28.0,1009.9,24.4,81.0,28.17,1.22,9.1,50
1,8.04083138935,35,9.56206976031,27.8,1010.25,24.4,82.0,28.04,1.27,8.9,47.0
1,8.58413080755,38,10.1053691785,27.6,1010.6,24.4,83.0,27.9,1.33,8.7,44
1,8.58413080755,38,10.1053691785,27.6,1010.6,24.4,83.0,27.9,1.33,8.7,44
1,7.38887208751,38,9.34474999303,27.6,1011.4,24.6,84.0,27.89,1.29,8.7,44
1,6.95423255295,29,8.25815115663,27.45,1011.0,24.3,83.0,27.87,1.29,8.5,44.0
1,7.49753197115,29,8.80145057483,27.3,1010.6,24.0,82.0,27.85,1.3,8.3,44
1,6.08495348383,32,7.28021220387,27.3,1010.8,23.95,82.0,27.86,1.29,8.7,45.5
1,6.19361336747,26,7.49753197115,27.3,1011.0,23.9,82.0,27.86,1.27,9.1,47
1,7.49753197115,29,8.80145057483,27.3,1010.9,23.8,81.0,27.86,11.74,10.9,249.0
1,8.14949127299,26,9.56206976031,27.55,1011.55,23.95,80.5,27.86,6.48,10.0,145.0
1,8.14949127299,26,9.56206976031,27.8,1012.2,24.1,80.0,27.86,1.22,9.1,41
1,5.97629360019,11,7.06289243659,27.9,1012.9,24.3,81.0,27.97,1.22,7.4,50
1,6.84557266931,17,7.93217150571,27.9,1010.8,23.9,79.0,28.06,1.24,7.7,47
1,7.06289243659,23,8.47547092391,27.9,1009.5,24.1,80.0,28.18,1.16,8.3,44
1,7.38887208751,26,8.80145057483,28.0,1009.3,24.5,81.0,28.13,1.16,8.0,50
1,7.71485173843,35,9.01877034211,27.85,1010.7,24.6,82.5,28.05,1.15,8.55,47.0
1,6.41093313475,56,7.60619185479,27.7,1012.1,24.7,84.0,27.98,1.14,9.1,44
1,2.716497091,50,7.49753197115,27.65,1012.15,24.5,83.0,27.94,1.21,8.9,41.0
1,7.82351162207,59,8.91011045847,27.6,1012.2,24.3,82.0,27.89,1.28,8.7,38
1,6.30227325111,50,7.60619185479,27.4,1011.3,24.5,84.0,27.85,1.3,8.7,38
1,6.30227325111,50,7.60619185479,27.4,1011.3,24.5,84.0,27.85,1.3,8.7,38
1,5.86763371655,41,6.95423255295,27.4,1011.5,24.4,84.0,27.83,1.08,8.0,38
1,4.99835464744,35,6.19361336747,27.4,1012.1,24.3,83.0,27.82,1.14,8.7,47
1,5.65031394927,53,6.95423255295,27.8,1012.7,24.4,82.0,27.82,1.09,7.1,50
1,5.32433429836,41,6.08495348383,27.95,1013.35,24.35,81.0,27.84,1.11,7.9,51.5
1,2.716497091,59,3.47711627648,28.1,1014.0,24.3,80.0,27.85,1.14,8.7,53
1,4.3463953456,68,5.54165406564,28.1,1011.0,24.3,80.0,28.41,1.13,8.3,53
1,4.3463953456,68,5.54165406564,28.1,1011.0,24.3,80.0,28.41,1.13,8.3,53
1,4.3463953456,71,5.10701453108,28.0,1010.8,24.3,80.0,28.37,1.09,11.1,65
1,5.86763371655,80,6.95423255295,27.9,1011.6,24.3,80.5,28.3,1.08,10.8,74.0
1,6.51959301839,86,7.60619185479,27.8,1012.4,24.3,81.0,28.23,1.07,10.5,83
1,4.67237499652,68,5.54165406564,27.4,1011.8,24.0,82.0,27.95,1.3,11.1,80
1,4.23773546196,74,5.10701453108,27.3,1011.1,24.0,82.0,27.93,1.17,10.0,71
1,4.3463953456,74,5.32433429836,27.3,1010.6,23.7,80.0,27.87,1.15,11.1,83
1,4.99835464744,74,5.75897383291,27.3,1011.0,23.6,80.0,28.01,1.28,11.1,77
1,4.99835464744,74,5.75897383291,27.3,1011.0,23.6,80.0,28.01,1.28,11.1,77
1,4.12907557832,77,5.10701453108,27.7,1013.4,24.3,82.0,27.91,1.1,11.1,89
1,4.12907557832,77,5.10701453108,27.7,1013.4,24.3,82.0,27.91,1.1,11.1,89
1,4.02041569468,77,4.78103488016,27.9,1012.4,24.25,81.0,28.19,1.15,10.55,89.0
1,4.8896947638,80,5.65031394927,28.1,1011.4,24.2,80.0,28.47,1.19,10.0,89
1,6.19361336747,86,7.17155232023,28.0,1010.8,24.0,79.0,28.42,1.14,9.1,74
1,6.84557266931,101,8.04083138935,27.85,1012.0,24.15,80.0,28.26,1.15,8.9,77.0
1,6.19361336747,83,7.17155232023,27.77,1012.6,24.23,80.5,28.18,1.15,8.8,78.5
1,5.97629360019,80,7.28021220387,27.7,1013.2,24.3,81.0,28.1,1.15,8.7,80
1,3.15113662556,83,4.67237499652,27.4,1012.5,24.4,84.0,28.0,1.24,11.1,122
1,2.39051744008,56,3.36845639284,27.35,1011.95,24.35,83.5,28.01,1.27,11.1,120.5
1,4.23773546196,95,5.32433429836,27.3,1011.4,24.3,83.0,28.02,1.29,11.1,119
1,4.45505522924,89,5.21567441472,27.3,1011.5,24.25,83.0,28.02,1.36,10.8,119.0
1,4.45505522924,89,5.21567441472,27.3,1011.6,24.2,83.0,28.03,1.43,10.5,119
1,4.45505522924,89,5.21567441472,27.3,1011.6,24.2,83.0,28.03,1.43,10.5,119
1,5.65031394927,89,6.62825290203,27.45,1012.25,24.2,82.5,28.0,1.34,11.15,120.5
1,5.97629360019,83,7.06289243659,27.6,1012.9,24.2,82.0,27.96,1.26,11.8,122
1,3.69443604376,71,4.56371511288,28.0,1012.9,24.1,79.0,28.08,1.29,11.1,104
1,4.45505522924,107,5.10701453108,27.85,1011.8,24.25,80.5,28.07,1.31,9.9,87.5
1,4.67237499652,89,5.65031394927,27.7,1010.7,24.4,82.0,28.07,1.34,8.7,71
1,5.21567441472,98,6.08495348383,27.6,1010.7,24.4,82.0,28.08,1.11,10.5,80
1,5.65031394927,98,6.84557266931,27.5,1011.3,24.3,82.0,28.04,1.12,10.0,83
1,6.95423255295,110,8.58413080755,27.6,1012.1,24.5,83.0,27.98,1.38,12.5,104
1,6.73691278567,104,7.71485173843,27.6,1013.1,24.3,82.0,27.97,1.28,10.5,113
1,6.51959301839,98,7.60619185479,27.7,1013.2,24.5,83.0,27.95,1.17,10.0,95
1,6.08495348383,110,7.49753197115,27.6,1012.1,24.5,83.5,27.94,1.3,10.9,108.5
1,4.02041569468,89,5.10701453108,27.5,1011.0,24.5,84.0,27.93,1.43,11.8,122
1,4.78103488016,80,6.08495348383,27.6,1011.7,24.1,81.0,27.87,1.3,11.8,107
1,7.17155232023,119,8.69279069119,27.6,1011.7,24.1,81.0,27.87,1.3,11.8,107
1,5.21567441472,125,6.08495348383,27.8,1013.2,23.7,78.0,27.91,1.44,11.1,119
1,5.21567441472,125,6.30227325111,27.9,1012.5,23.7,78.0,28.01,1.41,11.1,119
1,5.32433429836,140,6.62825290203,27.9,1011.3,24.0,79.0,28.01,1.31,11.8,107
1,4.78103488016,134,5.65031394927,27.7,1011.0,23.8,79.0,28.0,1.47,11.1,107
1,4.56371511288,125,5.432994182,27.6,1011.7,23.7,79.0,27.96,1.54,10.5,104
1,4.56371511288,131,5.21567441472,27.6,1012.1,22.2,80.0,27.97,0.15,17.3,17
1,5.432994182,116,6.84557266931,27.5,1013.0,23.9,81.0,27.95,1.54,11.8,107
1,6.08495348383,125,7.17155232023,27.5,1013.3,24.2,82.0,27.93,1.51,11.1,107
1,4.56371511288,113,5.54165406564,27.5,1013.3,24.1,81.0,27.91,1.31,10.5,110
1,6.51959301839,113,7.49753197115,27.3,1011.1,24.5,85.0,27.91,1.28,11.1,107
1,4.3463953456,116,5.54165406564,27.15,1011.05,24.7,86.5,27.92,1.32,11.1,107.0
1,6.19361336747,125,7.17155232023,27.0,1011.0,24.9,88.0,27.93,1.36,11.1,107
1,5.97629360019,107,7.06289243659,27.3,1011.6,24.7,86.0,27.91,1.35,10.5,98
1,5.97629360019,101,6.84557266931,26.65,1012.5,24.1,86.0,27.93,1.5,9.6,108.5
1,6.51959301839,101,8.25815115663,26.32,1012.95,23.8,86.0,27.94,1.58,9.15,113.75
1,7.60619185479,116,10.4313488294,26.0,1013.4,23.5,86.0,27.95,1.66,8.7,119
1,8.91011045847,95,10.3226889458,25.4,1012.6,22.3,83.0,27.93,1.86,8.7,122
1,4.78103488016,98,5.75897383291,25.9,1012.2,22.6,82.0,27.92,1.65,8.7,116
1,9.67072964395,53,12.1699069677,24.9,1012.2,23.6,92.0,27.91,1.76,8.0,113
1,6.30227325111,11,7.60619185479,24.6,1012.4,23.5,93.0,27.86,1.88,8.7,107
1,2.39051744008,17,3.8030959274,24.8,1014.0,20.9,79.0,27.9,1.88,8.3,95
1,1.73855813824,116,3.47711627648,25.4,1014.0,21.4,78.0,27.9,1.68,9.1,104
1,6.95423255295,71,8.36681104027,26.3,1013.0,22.25,78.0,27.9,1.63,9.1,102.5
1,6.95423255295,71,8.36681104027,26.75,1012.5,22.68,78.0,27.9,1.6,9.1,101.75
1,6.41093313475,83,8.04083138935,27.2,1012.0,23.1,78.0,27.9,1.58,9.1,101
1,6.62825290203,83,8.04083138935,27.3,1011.75,23.65,80.0,27.92,1.67,8.9,102.5
1,6.30227325111,92,7.82351162207,27.4,1011.5,24.2,82.0,27.94,1.76,8.7,104
1,5.21567441472,92,6.19361336747,27.4,1012.2,24.1,82.0,27.94,1.82,7.7,101
1,5.21567441472,80,6.08495348383,27.5,1012.95,24.25,82.5,27.94,1.81,8.85,104.0
1,6.41093313475,92,7.49753197115,27.6,1013.7,24.4,83.0,27.93,1.79,10.0,107
1,6.30227325111,98,7.82351162207,27.7,1013.8,25.0,85.0,27.94,1.7,8.7,107
1,6.08495348383,113,7.60619185479,28.2,1013.9,24.8,81.0,27.99,1.71,7.7,113
1,5.54165406564,98,6.62825290203,27.9,1013.4,24.7,82.5,27.96,1.66,7.7,110.0
1,5.10701453108,101,6.08495348383,27.75,1013.15,24.65,83.25,27.95,1.64,7.7,108.5
1,6.41093313475,116,8.47547092391,27.6,1012.9,24.6,84.0,27.94,1.61,7.7,107
1,6.08495348383,122,7.49753197115,27.7,1014.0,24.8,84.0,27.95,1.65,8.0,107
1,6.08495348383,128,7.28021220387,27.7,1014.0,24.8,84.0,27.95,1.65,8.0,107
1,6.84557266931,119,8.04083138935,27.5,1012.6,24.4,83.0,27.89,1.57,8.3,113
1,7.06289243659,119,8.58413080755,27.4,1011.8,24.2,82.0,27.86,1.66,9.5,110
1,6.95423255295,116,8.69279069119,27.4,1011.4,24.0,81.0,27.86,1.58,9.1,110
1,6.08495348383,110,7.28021220387,27.55,1012.0,24.15,81.0,27.84,1.64,9.3,110.0
1,7.17155232023,116,8.36681104027,27.62,1012.3,24.23,81.0,27.82,1.67,9.4,110.0
1,7.38887208751,119,8.80145057483,27.7,1012.6,24.3,81.0,27.81,1.7,9.5,110
1,7.82351162207,125,9.01877034211,27.9,1012.7,24.05,79.0,27.95,1.63,9.5,111.5
1,5.75897383291,119,6.73691278567,28.1,1012.8,23.8,77.0,28.1,1.56,9.5,113
1,5.75897383291,119,6.73691278567,28.1,1012.8,23.8,77.0,28.1,1.56,9.5,113
1,8.69279069119,161,10.4313488294,28.1,1011.1,23.9,78.0,28.32,1.58,9.5,107
1,4.99835464744,182,5.97629360019,26.5,1010.8,24.5,89.0,28.15,1.51,8.3,104
1,4.99835464744,182,5.97629360019,26.5,1010.8,24.5,89.0,28.15,1.51,17.2,233
1,5.97629360019,128,7.06289243659,26.25,1011.0,24.2,88.5,28.02,1.48,13.6,168.5
1,6.41093313475,137,7.38887208751,26.12,1011.1,24.05,88.25,27.95,1.46,11.8,136.25
1,7.06289243659,125,9.88804941123,26.0,1011.2,23.9,88.0,27.88,1.45,10.0,104
1,7.06289243659,125,9.88804941123,26.2,1011.0,23.9,87.0,27.88,1.4,8.25,105.5
1,4.78103488016,128,6.95423255295,26.4,1010.8,23.9,86.0,27.87,1.34,6.5,107
1,5.432994182,125,6.62825290203,26.4,1010.8,23.9,86.0,27.87,1.34,6.5,107
1,5.75897383291,113,6.84557266931,27.3,1011.3,24.2,83.0,27.84,1.43,7.1,104
1,6.73691278567,113,7.93217150571,27.6,1012.15,24.2,81.5,27.9,1.42,6.9,104.0
1,5.54165406564,116,6.84557266931,27.9,1013.0,24.2,80.0,27.96,1.4,6.7,104
1,5.54165406564,131,6.62825290203,27.8,1009.9,23.7,78.0,28.1,1.23,8.7,104
1,5.10701453108,137,6.19361336747,27.8,1009.9,23.7,78.0,28.1,1.23,8.7,104
1,5.10701453108,137,6.19361336747,27.8,1009.9,23.7,78.0,28.1,1.23,8.7,104
1,5.10701453108,125,6.30227325111,28.1,1009.7,23.8,77.0,28.14,1.37,9.1,101
1,5.65031394927,128,7.06289243659,27.7,1010.2,23.8,79.0,28.08,1.3,7.7,98
1,5.21567441472,134,6.30227325111,27.7,1011.8,23.9,80.0,28.06,1.41,9.1,98
1,5.21567441472,134,6.30227325111,27.7,1011.8,23.9,80.0,28.06,1.41,9.1,98
1,5.97629360019,134,7.17155232023,27.6,1012.3,24.1,81.0,28.01,1.36,9.1,104
1,5.54165406564,119,6.51959301839,27.4,1011.1,23.9,81.0,27.97,1.31,9.1,101
1,4.78103488016,128,5.86763371655,27.3,1010.5,23.7,81.0,27.93,1.21,9.5,101
1,6.08495348383,131,7.17155232023,27.4,1010.5,23.7,80.0,27.91,1.37,8.3,101
1,6.08495348383,131,7.17155232023,27.4,1010.5,23.7,80.0,27.91,1.37,8.3,101
1,5.432994182,131,6.41093313475,27.7,1011.25,23.8,79.0,27.91,1.31,8.3,99.5
1,6.62825290203,131,7.82351162207,28.0,1012.0,23.9,78.0,27.9,1.25,8.3,98
1,5.75897383291,125,6.73691278567,28.05,1011.25,24.0,78.5,27.98,1.22,8.9,102.5
1,3.8030959274,107,4.78103488016,28.08,1010.88,24.05,78.75,28.02,1.21,9.2,104.75
1,4.23773546196,113,5.32433429836,28.1,1010.5,24.1,79.0,28.07,1.19,9.5,107
1,3.58577616012,128,4.67237499652,28.0,1010.3,24.2,80.0,28.05,1.28,9.1,108.5
1,4.78103488016,140,5.86763371655,27.9,1010.1,24.3,81.0,28.04,1.38,8.7,110
1,5.86763371655,134,7.28021220387,27.85,1010.55,24.0,79.5,27.99,1.32,7.9,107.0
1,5.86763371655,134,7.28021220387,27.8,1011.0,23.7,78.0,27.94,1.26,7.1,104
1,5.86763371655,116,6.95423255295,27.7,1011.4,24.1,80.0,27.94,1.29,9.1,110
1,5.21567441472,107,6.19361336747,27.6,1011.2,24.3,82.0,27.87,1.21,7.4,107
1,6.73691278567,116,8.14949127299,27.45,1010.85,24.15,82.0,27.86,1.23,7.55,105.5
1,5.97629360019,110,6.84557266931,27.3,1010.5,24.0,82.0,27.85,1.26,7.7,104
1,5.432994182,125,6.41093313475,27.5,1011.05,23.9,80.5,27.86,1.25,7.4,104.0
1,4.56371511288,125,5.65031394927,27.6,1011.33,23.85,79.75,27.86,1.25,7.25,104.0
1,4.56371511288,125,5.65031394927,27.7,1011.6,23.8,79.0,27.86,1.25,7.1,104
1,4.8896947638,119,6.08495348383,27.8,1012.4,24.2,80.0,27.89,1.32,7.1,110
1,4.12907557832,134,4.99835464744,27.9,1012.7,24.4,81.0,27.95,1.2,7.1,107
1,3.8030959274,122,4.67237499652,28.05,1012.2,24.1,79.0,28.35,1.26,7.7,111.5
1,3.8030959274,122,4.67237499652,28.2,1011.7,23.8,77.0,28.75,1.32,8.3,116
1,5.432994182,122,6.30227325111,28.3,1010.9,24.3,78.0,28.75,1.17,7.1,107
1,5.432994182,107,6.51959301839,28.2,1011.2,24.4,79.5,28.53,1.2,9.45,108.5
1,6.95423255295,107,8.25815115663,28.1,1011.5,24.5,81.0,28.31,1.23,11.8,110
1,6.08495348383,92,7.28021220387,28.0,1012.6,24.4,81.0,28.24,1.23,8.3,104
1,5.75897383291,104,6.73691278567,27.8,1013.3,24.7,83.0,28.16,1.29,8.7,104
1,5.75897383291,137,6.73691278567,27.4,1011.7,24.5,84.0,28.11,1.2,8.7,113
1,6.51959301839,137,7.71485173843,27.3,1011.2,24.55,85.0,28.06,1.23,8.05,113.0
1,7.71485173843,140,9.01877034211,27.2,1010.7,24.6,86.0,28.01,1.26,7.4,113
1,6.51959301839,137,7.49753197115,27.2,1010.8,24.2,84.0,28.0,1.22,8.3,113
1,5.432994182,134,6.51959301839,27.3,1011.2,24.0,82.0,27.99,1.21,6.9,110
1,3.58577616012,116,4.78103488016,27.9,1012.6,24.1,80.0,28.06,1.22,7.4,104
1,3.47711627648,110,4.23773546196,27.1,1012.9,23.9,83.0,28.06,1.26,8.0,104
1,4.99835464744,116,6.73691278567,27.6,1013.1,24.5,83.0,28.14,1.27,8.0,107
1,2.716497091,110,3.47711627648,28.0,1012.0,24.7,82.0,28.76,1.24,8.7,107
1,4.3463953456,110,5.21567441472,28.05,1011.05,24.3,79.5,28.8,1.22,9.1,105.5
1,4.45505522924,104,5.32433429836,28.1,1010.1,23.9,77.0,28.84,1.2,9.5,104
1,4.45505522924,104,5.32433429836,28.1,1010.1,23.9,77.0,28.84,1.2,9.5,104
1,5.10701453108,95,5.97629360019,27.9,1010.5,24.6,82.0,28.51,1.17,6.7,113
1,6.30227325111,89,7.49753197115,27.9,1010.6,24.6,82.0,28.56,1.14,8.0,110
1,5.32433429836,92,6.19361336747,27.7,1011.0,24.9,85.0,28.23,1.07,6.7,107
1,5.21567441472,86,6.73691278567,27.5,1010.1,24.4,83.0,28.22,1.14,6.9,113
1,5.21567441472,86,6.73691278567,27.5,1010.15,24.45,83.0,28.2,1.11,11.15,111.5
1,5.432994182,83,6.51959301839,27.5,1010.2,24.5,83.0,28.19,1.08,15.4,110
1,5.21567441472,89,6.19361336747,27.75,1010.7,24.55,82.5,28.18,1.1,15.4,107.0
1,4.3463953456,98,5.32433429836,28.0,1011.2,24.6,82.0,28.16,1.13,15.4,104
1,4.3463953456,83,5.10701453108,28.1,1011.1,24.6,81.5,28.41,1.04,12.25,107.0
1,4.56371511288,74,5.54165406564,28.2,1011.0,24.6,81.0,28.66,0.96,9.1,110
1,5.32433429836,68,6.19361336747,28.2,1009.5,24.6,81.0,28.59,1.1,6.9,104
1,5.32433429836,68,6.19361336747,28.2,1009.5,24.6,81.0,28.59,1.1,6.9,104
1,6.19361336747,74,7.38887208751,28.2,1008.9,24.7,81.0,28.59,1.04,6.7,107
1,6.73691278567,77,7.71485173843,28.15,1008.95,24.6,81.0,28.54,1.04,10.0,107.0
1,6.73691278567,77,7.71485173843,28.1,1009.0,24.5,81.0,28.48,1.03,13.3,107
1,6.73691278567,68,7.82351162207,28.0,1010.9,24.8,82.0,28.32,1.15,13.3,101
1,6.19361336747,38,7.06289243659,27.6,1010.9,25.0,85.0,28.24,1.12,8.7,101
1,6.08495348383,32,7.17155232023,27.6,1010.25,24.7,84.0,28.21,1.14,8.2,101.0
1,4.67237499652,32,5.432994182,27.6,1009.6,24.4,83.0,28.18,1.16,7.7,101
1,4.45505522924,35,5.75897383291,27.5,1009.7,24.3,82.0,28.17,1.1,9.1,98
1,3.69443604376,32,4.67237499652,27.8,1010.45,24.4,81.5,28.18,1.06,7.9,98.0
1,4.02041569468,65,5.10701453108,28.1,1011.2,24.5,81.0,28.18,1.02,6.7,98
1,3.58577616012,71,4.56371511288,28.1,1012.0,24.7,82.0,28.28,1.0,7.1,98
1,4.23773546196,35,5.54165406564,28.1,1011.0,24.7,81.5,28.36,1.02,7.0,98.0
1,5.65031394927,74,6.73691278567,28.1,1010.0,24.7,81.0,28.43,1.05,6.9,98
1,5.65031394927,74,6.73691278567,28.1,1010.0,24.7,81.0,28.43,1.05,6.9,98
1,4.8896947638,68,5.54165406564,28.2,1011.0,25.1,83.0,28.52,0.97,6.7,101
1,48.8,234.0,37.6,28.1,1011.5,25.0,83.0,28.58,1.04,6.9,95
1,6.08495348383,83,6.95423255295,28.1,1013.1,25.0,83.0,28.44,1.02,6.9,98
1,7.38887208751,107,8.69279069119,27.95,1011.45,24.65,82.0,28.39,1.08,11.15,105.5
1,5.97629360019,92,6.84557266931,27.88,1010.62,24.48,81.5,28.37,1.11,13.28,109.25
1,7.28021220387,77,8.36681104027,27.8,1009.8,24.3,81.0,28.34,1.14,15.4,113
1,7.28021220387,86,8.36681104027,27.9,1010.7,24.6,82.0,28.26,1.2,13.3,116
1,7.60619185479,89,9.01877034211,28.0,1010.7,24.7,82.0,28.25,1.27,13.8,111.5
1,8.25815115663,86,9.67072964395,28.1,1010.7,24.8,82.0,28.23,1.34,14.3,107
1,5.86763371655,62,6.95423255295,27.9,1010.65,24.55,82.0,28.16,1.3,13.8,108.5
1,5.32433429836,74,6.30227325111,27.8,1010.62,24.43,82.0,28.12,1.28,13.55,109.25
1,5.75897383291,74,7.49753197115,27.75,1010.61,24.37,82.0,28.11,1.27,13.43,109.62
1,5.54165406564,68,6.30227325111,27.7,1010.6,24.3,82.0,28.09,1.26,13.3,110
1,4.12907557832,77,4.8896947638,27.75,1011.3,24.6,83.0,28.07,1.23,13.3,108.5
1,4.45505522924,71,5.432994182,27.8,1012.0,24.9,84.0,28.06,1.19,13.3,107
1,7.17155232023,86,8.25815115663,26.8,1009.9,23.8,83.0,28.01,1.1,6.7,107
1,6.19361336747,320,7.71485173843,26.15,1009.95,23.9,87.0,27.98,1.16,9.6,105.5
1,2.49917732372,287,3.91175581104,25.5,1010.0,24.0,91.0,27.95,1.21,12.5,104
1,2.49917732372,287,3.91175581104,25.5,1010.0,24.0,91.0,27.95,1.21,12.5,104
1,4.56371511288,341.0,6.51959301839,25.65,1010.2,24.05,91.0,27.94,1.25,12.5,105.5
1,4.56371511288,341.0,6.51959301839,25.8,1010.4,24.1,91.0,27.93,1.29,12.5,107
1,5.432994182,41,6.84557266931,26.3,1011.25,23.6,85.5,28.02,1.21,12.5,105.5
1,5.54165406564,32,7.06289243659,26.8,1012.1,23.1,80.0,28.1,1.14,12.5,104
1,2.716497091,350.0,3.91175581104,26.7,1010.7,23.9,84.0,28.33,1.14,13.3,104
1,2.82515697464,236,5.21567441472,26.6,1010.0,23.85,84.5,28.29,1.12,13.8,108.5
1,1.19525872004,266,2.06453778916,26.5,1009.3,23.8,85.0,28.25,1.1,14.3,113
1,1.19525872004,266,2.06453778916,26.5,1009.3,23.8,85.0,28.25,1.1,14.3,113
1,2.93381685828,356.0,3.91175581104,26.7,1009.4,24.0,85.0,28.18,1.19,13.3,119
1,8.14949127299,80,9.45340987667,27.9,1010.0,23.9,79.0,28.21,1.18,13.3,119
1,7.71485173843,86,8.91011045847,27.95,1010.55,23.95,79.0,28.23,1.25,12.9,116.0
1,7.49753197115,80,8.47547092391,28.0,1011.1,24.0,79.0,28.25,1.31,12.5,113
1,6.84557266931,86,8.04083138935,27.6,1009.4,23.7,79.0,28.04,1.44,13.3,125
1,7.06289243659,92,8.04083138935,27.6,1009.1,23.7,79.0,28.01,1.31,13.3,119
1,6.73691278567,80,7.93217150571,27.7,1009.3,23.5,78.0,27.99,1.38,13.3,116
1,6.73691278567,95,7.82351162207,27.9,1010.7,23.7,78.0,28.01,1.43,13.3,116
1,6.73691278567,95,7.82351162207,27.9,1010.7,23.7,78.0,28.01,1.43,13.3,116
1,6.84557266931,77,8.04083138935,28.3,1011.6,23.7,76.0,28.14,1.44,12.5,119
1,6.84557266931,77,8.04083138935,28.15,1010.65,23.85,77.5,28.21,1.47,12.15,119.0
1,4.02041569468,77,4.78103488016,28.0,1009.7,24.0,79.0,28.28,1.5,11.8,119
1,4.02041569468,77,4.78103488016,27.9,1008.9,23.9,79.0,28.39,1.32,12.5,113
1,4.8896947638,65,5.65031394927,27.9,1009.3,23.5,77.0,28.27,1.41,7.4,110
1,4.8896947638,86,5.97629360019,27.9,1009.2,24.1,80.0,28.32,1.37,11.8,119
1,4.56371511288,65,5.32433429836,27.8,1009.9,23.5,77.0,28.21,1.27,8.0,116
1,4.99835464744,83,6.19361336747,27.9,1011.3,23.8,79.0,28.16,1.26,13.3,113
1,6.41093313475,80,7.49753197115,27.6,1010.4,23.9,80.0,28.1,1.32,7.4,110
