Month,Wspd,Wdir,Atmp,Pres,Dewp,Humi,Wtmp,Wvht,Dpd,Mwd
2,5.432994182,213,28.5,1013.9,24.4,79.0,28.67,1.15,6.1,63
2,5.54165406564,222,28.2,1013.9,23.7,77.0,28.64,1.33,6.3,63
2,4.8896947638,222,28.1,1013.0,22.9,74.0,28.57,1.35,6.5,69
2,4.78103488016,219,28.1,1013.6,22.6,72.0,28.54,1.28,6.7,66
2,4.3463953456,219,28.1,1014.7,22.8,73.0,28.55,1.38,5.7,72
2,4.23773546196,222,28.2,1015.0,22.4,71.0,28.55,1.36,6.3,69
2,5.97629360019,207,28.4,1015.3,23.1,73.0,28.56,1.37,6.5,63
2,3.2597965092,231,28.6,1014.45,23.0,71.5,28.78,1.37,6.7,70.5
2,3.47711627648,228,28.8,1013.6,22.9,70.0,29.0,1.36,6.9,78
2,3.15113662556,228,28.8,1013.5,23.3,72.0,28.99,1.23,5.7,81
2,3.47711627648,222,28.55,1013.9,23.45,74.0,28.83,1.24,6.3,76.5
2,3.8030959274,222,28.43,1014.1,23.52,75.0,28.75,1.25,6.6,74.25
2,3.69443604376,219,28.3,1014.3,23.6,76.0,28.67,1.25,6.9,72
2,4.3463953456,222,28.0,1013.2,22.8,73.0,28.6,1.27,6.9,72
2,4.23773546196,222,28.0,1013.2,22.8,73.0,28.6,1.27,6.9,72
2,4.56371511288,225,28.1,1012.8,22.7,72.0,28.58,1.34,6.7,75
2,4.3463953456,219,28.5,1014.4,22.4,69.0,28.58,1.47,6.7,69
2,4.78103488016,219,28.5,1014.4,22.4,69.0,28.58,1.47,6.7,69
2,3.91175581104,216,28.75,1013.95,22.65,69.5,28.88,1.4,7.05,70.5
2,2.28185755644,234,28.88,1013.73,22.77,69.75,29.03,1.36,7.22,71.25
2,2.06453778916,234,29.0,1013.5,22.9,70.0,29.18,1.32,7.4,72
2,1.19525872004,240,29.1,1013.65,22.65,68.5,29.22,1.31,7.7,73.5
2,1.73855813824,240,29.2,1013.8,22.4,67.0,29.26,1.31,8.0,75
2,2.1731976728,234,28.7,1013.9,22.8,70.0,29.08,1.38,8.0,75
2,3.04247674192,234,28.6,1014.4,23.1,72.0,29.05,1.39,7.7,75
2,3.04247674192,234,28.6,1014.4,23.1,72.0,29.05,1.39,7.7,75
2,3.47711627648,225,28.6,1015.6,22.3,69.0,28.87,1.46,8.0,81
2,2.49917732372,204,28.0,1014.55,22.8,74.0,28.78,1.5,8.0,78.0
2,3.71579083326,84,27.7,1014.02,23.05,76.5,28.73,1.52,8.0,76.5
2,3.04247674192,219,27.4,1013.5,23.3,79.0,28.69,1.53,8.0,75
2,2.716497091,312,27.1,1013.3,22.9,78.0,28.59,1.46,7.1,75
2,2.06453778916,21,25.6,1015.5,23.6,89.0,28.45,1.57,7.1,75
2,4.45505522924,225,28.5,1013.7,22.6,70.0,29.06,1.6,7.1,78
2,4.56371511288,222,28.2,1010.0,19.55,73.0,27.0,4.55,6.8,175.5
2,4.12907557832,222,27.9,1006.3,16.5,76.0,24.95,7.5,6.5,273
2,4.12907557832,231,28.4,1014.4,22.8,71.0,28.66,1.81,8.0,84
2,3.58577616012,219,28.4,1014.4,22.6,71.0,28.8,1.54,8.3,87
2,4.23773546196,207,28.0,1013.3,22.4,71.0,28.69,1.59,6.9,78
2,2.82515697464,204,27.9,1013.6,22.4,72.0,28.51,1.47,6.9,81
2,3.2597965092,204,28.1,1014.3,22.3,71.0,28.53,1.49,8.0,75
2,3.69443604376,198,28.7,1014.4,-2.9,70.0,28.83,17.52,18.7,360.0
2,2.716497091,210,28.7,1012.9,22.6,69.0,28.81,1.48,7.4,75
2,3.91175581104,201,28.2,1013.3,22.5,71.0,28.53,1.61,11.1,72
2,3.15113662556,204,29.6,1036.2,39.7,75.0,8.54,11.85,15.4,204.0
2,0.977938952759,249,28.8,1014.7,23.1,71.0,29.05,1.44,6.5,81
2,0.977938952759,261,16.0,1014.7,16.0,71.0,29.05,1.44,6.5,81
2,4.12907557832,192,28.0,1014.3,23.3,75.0,28.64,1.5,8.0,81
2,2.28185755644,273,28.8,1012.7,22.8,70.0,29.08,1.39,8.7,72
2,2.60783720736,228,28.2,1013.5,23.1,74.0,28.68,1.29,8.0,78
2,2.49917732372,189,28.2,1013.7,22.7,72.0,28.77,1.31,8.0,78
2,2.28185755644,189,28.35,910.35,13.7,71.0,32.18,5.38,7.95,154.5
2,2.39051744008,189,28.43,858.67,9.2,70.5,33.89,7.41,7.93,192.75
2,3.58577616012,168,28.5,807.0,4.7,70.0,35.595,9.44,7.9,231.0
2,3.69443604376,180,28.4,1012.6,23.6,75.0,28.77,1.21,7.1,72
2,3.8030959274,198,28.4,1013.7,24.3,78.0,28.63,17.4,15.2,51.0
2,4.67237499652,192,28.6,1025.5,24.1,76.0,28.89,1.32,6.1,63
2,3.58577616012,189,28.5,1014.9,23.0,72.0,28.69,1.3,6.5,63
2,3.04247674192,180,28.7,1015.4,23.6,74.0,28.68,1.25,6.1,60
2,3.15113662556,219,28.7,1016.3,23.7,74.0,28.97,1.13,6.5,72
2,3.47711627648,162,28.75,1015.2,23.55,73.0,29.01,1.17,6.5,66.0
2,3.36845639284,156,28.8,1014.1,23.4,72.0,29.05,1.21,6.5,60
2,2.60783720736,189,28.2,1013.6,23.2,74.0,28.79,1.2,6.5,75
2,3.15113662556,162,28.0,1013.5,23.3,76.0,28.71,4.76,0.5,12.0
2,2.1731976728,162,27.7,1014.7,22.6,73.0,28.66,1.19,7.1,69
2,1.84721802188,297,28.8,1014.7,22.8,70.0,29.31,1.23,7.1,81
2,1.6298982546,180,29.0,1013.5,23.5,72.0,29.41,1.31,6.5,81
2,2.1731976728,171,29.0,1013.4,23.3,71.0,29.43,1.37,6.7,78
2,2.06453778916,174,28.85,1013.85,23.3,71.5,29.33,1.22,6.7,81.0
2,1.19525872004,165,28.77,1014.08,23.3,71.75,29.28,1.15,6.7,82.5
2,0.651959301839,216,28.7,1014.3,23.3,72.0,29.23,1.07,6.7,84
2,3.47711627648,219,28.4,1014.2,23.2,73.0,29.07,1.18,6.9,81.0
2,4.02041569468,189,28.25,1014.15,23.15,73.5,28.99,1.23,7.0,79.5
3,3.69443604376,174,28.1,1014.1,23.1,74.0,28.91,1.29,7.1,78
3,3.2597965092,219,28.3,1015.8,23.8,76.0,29.02,1.06,7.7,78
3,3.04247674192,210,28.05,1014.85,23.8,77.5,28.98,1.09,7.55,79.5
3,5.32433429836,186,27.8,1013.9,23.8,79.0,28.93,1.13,7.4,81
3,5.86763371655,171,28.1,1013.8,22.7,72.0,28.89,1.25,7.1,81
3,5.32433429836,165,28.7,1015.7,22.5,69.0,28.84,1.2,7.4,84
3,0.5432994182,171,27.8,1013.6,22.8,75.0,28.91,1.41,7.4,96
3,4.1,183.0,27.2,1014.3,22.4,76.0,28.89,1.26,6.9,90
3,0.977938952759,159,27.2,1014.3,22.6,76.0,28.89,1.26,6.9,90
3,3.47711627648,189,29.1,1012.4,23.2,70.0,29.33,1.36,8.0,78
3,4.99835464744,213,28.6,1013.1,23.3,73.0,29.05,1.32,6.9,72
3,4.78103488016,204,28.4,1012.2,23.6,75.0,28.84,1.39,7.4,69
3,5.21567441472,213,28.65,909.35,23.8,74.5,29.01,10.48,9.8,117.0
3,5.86763371655,213,28.9,806.5,24.0,74.0,29.18,19.58,12.2,165.0
3,5.65031394927,204,28.7,807.55,24.15,76.0,28.8,10.61,9.95,114.0
3,4.3463953456,207,28.5,808.6,24.3,78.0,28.42,1.64,7.7,63
3,4.67237499652,216,28.65,910.35,23.75,75.0,27.38,9.59,4.8,57.0
3,4.56371511288,219,28.8,1012.1,23.2,72.0,26.33,17.53,1.9,51.0
3,4.23773546196,219,28.9,1012.2,23.2,71.0,29.07,1.4,7.7,69
3,4.12907557832,249,28.45,1013.15,22.6,70.5,29.04,1.29,7.55,72.0
3,3.91175581104,249,28.0,1014.1,22.0,70.0,29.0,1.19,7.4,75
3,2.60783720736,129,28.8,1013.7,22.2,67.0,29.73,1.23,7.1,87
3,3.36845639284,240,28.3,1012.3,21.5,66.0,29.6,1.25,7.1,84
3,3.47711627648,276,28.1,1012.95,21.85,68.5,29.26,1.31,7.1,88.5
3,2.82515697464,231,27.9,1013.6,22.2,71.0,28.91,1.38,7.1,93
3,4.78103488016,207,28.2,1015.1,22.8,72.0,29.16,1.16,8.3,99
3,2.28185755644,321,27.9,1013.3,22.8,73.0,29.08,1.38,7.4,102
3,3.69443604376,285,28.05,1012.9,22.9,73.0,28.99,1.3,7.85,99.0
3,4.23773546196,273,28.2,1012.5,23.0,73.0,28.9,1.23,8.3,96
3,5.10701453108,258,28.6,1013.6,23.3,73.0,28.98,1.38,8.3,102
3,4.56371511288,252,28.7,1014.1,23.3,73.0,29.06,0.0,8.0,102
3,3.04247674192,258,28.7,1012.7,22.7,70.0,29.43,1.39,8.7,99
3,2.716497091,264,29.0,1012.5,21.2,63.0,29.43,1.13,9.1,93
3,2.82515697464,294,27.6,1012.7,22.9,90.0,29.22,1.1,8.3,96
3,3.2597965092,234,28.9,1011.7,23.3,72.0,29.71,1.11,9.5,102
3,4.56371511288,240,28.6,1013.0,24.0,76.0,29.56,1.31,9.5,102
3,4.45505522924,228,28.5,1012.9,24.2,77.0,29.2,1.33,9.5,102
3,4.3463953456,216,28.3,1012.8,24.1,78.0,29.15,1.23,10.5,93
3,3.6,318.0,29.1,1012.5,23.95,75.0,29.31,1.13,9.4,90.0
3,4.12907557832,204,29.9,1012.2,23.8,72.0,29.47,1.03,8.3,87
3,4.12907557832,216,29.1,1012.2,23.8,73.0,29.47,1.03,8.3,87
3,5.54165406564,228,28.85,1013.0,23.9,74.5,29.39,1.12,8.9,88.5
3,5.432994182,234,28.6,1013.8,24.0,76.0,29.31,1.22,9.5,90
3,4.99835464744,213,28.5,1014.3,23.5,74.0,29.17,1.49,8.7,96
3,17.1,246.0,28.3,1013.6,23.2,74.0,29.07,1.33,9.5,87
3,3.69443604376,216,27.9,1013.45,24.0,79.5,29.17,1.35,9.1,88.5
3,6.08495348383,258,27.5,1013.3,24.8,85.0,29.27,1.36,8.7,90
3,4.67237499652,234,28.6,1015.1,23.9,76.0,29.07,1.37,9.5,90
3,4.3463953456,249,28.3,1013.2,23.6,76.0,39.29,1.36,9.5,90
3,4.67237499652,246,28.55,1014.5,23.65,75.0,34.17,1.28,9.3,90.0
3,4.67237499652,240,28.8,1015.8,23.7,74.0,29.05,1.2,9.1,90
3,2.82515697464,255,28.45,1015.5,23.6,75.0,29.22,1.21,9.1,91.5
3,4.67237499652,258,28.1,1015.2,23.5,76.0,29.39,1.21,9.1,93
3,4.67237499652,258,28.1,1015.2,23.5,76.0,29.39,1.21,9.1,93
3,4.56371511288,261,28.2,1016.5,23.1,73.0,29.31,1.2,8.0,102
3,3.91175581104,273,29.1,1014.8,22.9,69.0,29.3,1.56,9.1,99
3,4.12907557832,255,26.9,1015.6,23.0,79.0,29.1,1.54,9.1,105
3,4.23773546196,270,28.3,1016.0,22.7,72.0,28.99,1.38,12.3,81
3,3.47711627648,258,28.8,1014.7,22.9,70.0,29.29,1.38,8.7,105
3,4.8896947638,276,28.5,1016.4,22.1,68.0,29.11,1.31,8.0,102
3,4.67237499652,273,28.7,1015.8,21.3,64.0,29.16,1.34,9.1,93
3,4.56371511288,267,28.2,1016.0,22.1,69.0,29.09,1.37,8.7,105
3,3.91175581104,279,28.2,1015.6,22.2,70.0,29.03,1.45,8.3,99
3,42.2248958325,39,27.95,1015.7,22.2,71.0,29.16,1.39,8.3,102.0
3,1.41257848732,261,27.7,1015.8,22.2,72.0,29.3,1.33,8.3,105
3,3.36845639284,330,27.45,1015.75,22.55,74.5,29.29,1.36,8.5,105.0
3,2.82515697464,294,27.2,1015.7,22.9,77.0,29.27,1.39,8.7,105
3,3.47711627648,294,34.05,1015.65,22.45,41.0,29.28,1.42,16.9,223.5
3,4.99835464744,276,37.47,1015.62,22.23,23.0,29.29,1.44,21.0,282.75
3,4.99835464744,261,40.9,1015.6,22.0,5.0,29.29,1.46,25.1,342.0
3,0.869279069119,282,34.8,1015.1,22.25,37.0,29.27,1.37,16.9,250.5
3,2.82515697464,273,28.7,1014.6,22.5,69.0,29.26,1.28,8.7,159
3,3.91175581104,255,28.1,1015.3,22.7,72.0,28.94,1.28,9.1,117
3,3.15113662556,243,28.1,1014.9,22.1,70.0,28.91,1.33,8.7,117
3,3.15113662556,243,28.1,1014.9,22.1,70.0,28.91,1.33,8.7,117
3,3.36845639284,258,28.05,1014.15,22.05,70.0,28.92,1.25,7.9,112.5
3,2.82515697464,252,28.0,1013.4,22.0,70.0,28.93,1.18,7.1,108
3,3.2597965092,252,27.9,1013.6,22.1,71.0,28.91,1.03,8.3,102
3,3.2597965092,252,27.9,1013.6,22.1,71.0,28.91,1.03,8.3,102
3,2.82515697464,243,28.5,1014.7,21.8,67.0,28.89,13.54,9.5,261.0
3,0.977938952759,255,28.6,1012.7,21.0,63.0,30.01,20.47,25.5,381.0
3,2.06453778916,315,27.6,1013.3,22.5,73.0,28.99,0.98,6.9,120
3,1.30391860368,210,28.8,1014.7,22.4,68.0,28.97,1.07,8.0,117
3,0.43463953456,297,28.1,1014.2,22.5,71.0,29.19,1.01,1.6,147.0
3,2.1731976728,261,28.05,1014.15,22.85,73.0,29.2,1.56,4.8,133.5
3,3.15113662556,279,28.0,1014.1,23.2,75.0,29.22,2.11,8.0,120
3,2.39051744008,258,28.0,1014.3,23.0,74.0,29.19,0.89,8.7,123
3,1.23859694442,48,28.15,1014.6,24.05,78.5,29.32,0.93,7.6,120.0
3,1.0865988364,261,28.3,1014.9,25.1,83.0,29.45,0.97,6.5,117
3,5.21567441472,225,28.35,1014.25,24.55,80.0,29.3,1.0,6.8,96.0
3,4.67237499652,213,28.4,1013.6,24.0,77.0,29.14,1.03,7.1,75
3,27.136533055,21,28.65,1012.65,24.35,77.5,29.26,1.18,7.25,73.5
3,4.8896947638,207,28.9,1011.7,24.7,78.0,29.38,1.32,7.4,72
3,4.78103488016,213,28.95,1011.6,24.65,77.5,29.34,1.33,6.65,73.5
3,5.21567441472,219,29.0,1011.5,24.6,77.0,29.31,1.35,5.9,75
3,4.8896947638,210,28.6,1011.9,23.3,73.0,29.14,1.53,6.3,75
3,5.32433429836,210,28.75,1012.8,23.3,72.0,28.02,3.8,12.1,117.0
3,4.12907557832,210,28.82,1013.25,23.3,71.5,27.46,4.94,15.0,138.0
3,2.60783720736,195,28.9,1013.7,23.3,71.0,26.91,6.07,17.9,159
3,3.36845639284,204,29.05,1013.0,23.35,71.0,28.2,12.96,11.35,186.0
3,3.36845639284,204,29.2,1012.3,23.4,71.0,29.48,19.85,4.8,213.0
3,5.32433429836,225,28.7,1014.3,23.5,74.0,29.22,1.52,7.1,72
3,4.56371511288,231,28.6,1014.6,24.0,76.0,29.2,1.22,6.9,78
3,3.69443604376,222,28.2,1013.5,23.1,74.0,29.13,1.28,7.4,75
3,3.91175581104,225,28.45,1014.65,23.15,73.0,29.12,1.19,7.25,78.0
3,3.58577616012,219,28.7,1015.8,23.2,72.0,29.1,1.09,7.1,81
3,1.73855813824,273,28.8,1013.5,23.9,75.0,29.47,1.3,8.0,87
3,2.60783720736,183,27.6,1014.4,23.9,80.0,29.19,1.24,6.9,84
3,42.4,237.0,27.9,1014.5,24.4,81.0,29.14,1.42,8.0,87
3,2.28185755644,189,27.6,811.0,24.2,82.0,29.41,1.49,9.4,87
3,1.41257848732,183,27.8,1015.0,24.1,80.0,29.46,1.62,8.0,90
3,5.432994182,174,28.3,1015.8,23.45,75.0,29.29,1.53,8.35,87.0
3,4.56371511288,219,28.8,1016.6,22.8,70.0,29.11,1.44,8.7,84
3,4.23773546196,213,28.3,1014.9,22.5,71.0,28.97,1.49,9.5,84
3,4.45505522924,258,27.8,1053.3,0.6,73.0,28.97,2.8,15.4,204
3,3.91175581104,240,28.6,1016.4,22.8,71.0,29.05,1.43,9.1,84
3,4.23773546196,231,28.4,1016.0,23.3,74.0,29.2,1.35,9.1,90
3,3.69443604376,267,28.25,1015.1,23.0,73.0,29.11,1.36,9.3,87.0
3,4.3463953456,258,28.1,1014.2,22.7,72.0,29.02,1.38,9.5,84
3,4.12907557832,255,28.1,1014.3,22.45,71.0,28.93,1.46,9.5,85.5
3,5.21567441472,174,28.1,1014.35,22.32,70.5,28.88,1.5,9.5,86.25
3,5.629986111,303,28.1,1014.38,22.26,70.25,28.86,1.52,9.5,86.62
3,3.58577616012,273,28.1,1014.4,22.2,70.0,28.84,1.54,9.5,87
3,3.69443604376,252,28.5,1016.3,22.4,69.0,28.81,1.51,8.7,87
3,3.2597965092,255,28.7,1014.6,22.2,68.0,29.18,1.32,10.0,87
3,4.12907557832,207,28.5,1015.6,22.3,69.0,29.09,1.33,8.3,132
3,4.67237499652,240,28.2,1016.2,20.8,64.0,28.72,0.16,9.5,84
3,3.15113662556,225,31.8,1015.95,21.25,64.5,29.04,0.89,9.1,93.0
3,1.6298982546,201,35.4,1015.7,21.7,65.0,29.35,1.61,8.7,102
3,1.6298982546,201,32.1,1015.85,21.7,65.0,29.3,1.56,8.7,97.5
3,2.93381685828,192,28.8,1016.0,21.7,65.0,29.26,1.51,8.7,93
3,4.67237499652,198,28.4,1016.3,22.15,68.5,29.01,1.53,8.5,94.5
3,4.02041569468,180,28.0,1016.6,22.6,72.0,28.75,1.55,8.3,96
3,4.02041569468,213,28.4,1017.9,23.9,76.0,28.77,1.42,8.0,105
3,3.69443604376,198,28.7,1015.6,22.8,70.0,29.12,1.39,7.4,96
4,3.91175581104,216,28.4,1016.3,23.6,75.0,28.86,1.39,7.7,105
4,2.82515697464,213,27.8,1014.45,23.35,76.5,28.8,1.32,7.85,103.5
4,3.69443604376,201,27.5,1013.53,23.23,77.25,28.77,1.29,7.92,102.75
4,2.60783720736,210,27.35,1013.07,23.16,77.62,28.75,1.27,7.96,102.38
4,2.716497091,189,27.2,1012.6,23.1,78.0,28.74,1.26,8.0,102
4,1.6298982546,201,28.2,1013.4,24.0,78.0,28.74,1.27,7.4,96
4,4.02041569468,192,28.4,1013.6,23.0,72.0,29.3,1.27,7.4,99
4,4.12907557832,189,27.9,1013.0,23.4,76.0,29.17,1.29,7.7,99
4,5.75897383291,189,27.5,1013.9,22.2,80.0,29.07,1.31,7.4,102
4,4.56371511288,213,27.85,1013.25,22.45,76.0,28.96,1.27,7.55,102.0
4,3.2597965092,204,28.2,1012.6,22.7,72.0,28.85,1.23,7.7,102
4,3.91175581104,216,28.3,1013.8,24.0,77.0,29.12,1.22,8.0,90
4,1.73855813824,198,28.1,1014.3,23.8,78.0,29.02,15.92,2.6,372.0
4,2.49917732372,198,28.4,1014.65,23.75,76.0,29.18,8.48,5.15,229.5
4,2.716497091,174,28.55,1014.83,23.73,75.0,29.26,4.77,6.43,158.25
4,27.16497091,210,28.7,1015.0,23.7,74.0,29.34,1.05,7.7,87
4,5.75897383291,276,-9.1,900.1,22.7,73.0,8.085,19.96,20.1,219.0
4,4.12907557832,297,10.3,1008.45,26.2,75.5,18.65,10.46,13.9,159.0
4,3.15113662556,309,20.0,1062.62,27.95,76.75,23.93,5.71,10.8,129.0
4,3.2597965092,315,29.7,1116.8,29.7,78.0,29.21,0.96,7.7,99
4,3.58577616012,210,28.95,1065.4,26.25,75.5,29.12,0.97,7.85,97.5
4,2.1731976728,195,28.57,1039.7,24.52,74.25,29.07,0.97,7.92,96.75
4,3.2597965092,210,28.2,1014.0,22.8,73.0,29.02,0.98,8.0,96
4,2.716497091,222,28.1,1011.4,22.1,70.0,29.1,0.77,7.4,99
4,2.716497091,177,28.1,1011.2,22.6,72.0,29.0,1.01,8.0,108
4,41.5,312.0,28.4,1010.2,23.1,73.0,29.2,1.07,7.4,105
4,3.91175581104,192,28.4,1010.2,23.1,73.0,29.2,1.07,7.4,105
4,1.73855813824,186,28.1,1011.5,22.1,70.0,28.9,1.07,8.3,102
4,22.6012557971,99,28.05,1012.05,21.65,68.5,28.92,1.08,8.5,99.0
4,3.47711627648,255,28.0,1012.6,21.2,67.0,28.94,1.08,8.7,96
4,3.36845639284,252,28.0,1012.3,21.1,66.0,28.94,1.06,9.5,96
4,2.93381685828,243,28.4,1013.5,20.7,63.0,28.89,1.09,10.0,105
4,1.84721802188,249,28.3,1011.6,21.9,68.0,28.54,1.11,8.3,102
4,3.91175581104,246,27.8,1013.3,23.0,75.0,28.86,1.32,8.7,108
4,2.93381685828,207,27.1,1013.4,22.7,77.0,28.87,1.65,9.5,108
4,4.99835464744,288,27.4,1013.5,22.55,75.0,28.9,4.24,17.0,117.0
4,6.19361336747,261,27.55,1013.55,22.48,74.0,28.91,5.53,20.75,121.5
4,5.32433429836,261,27.7,1013.6,22.4,73.0,28.92,6.82,24.5,126.0
4,5.54165406564,258,28.6,1015.7,22.6,70.0,28.92,1.71,5.9,120.0
4,4.56371511288,267,28.9,1014.3,22.3,67.0,29.02,1.47,6.3,93
4,4.02041569468,270,28.7,1014.6,22.2,68.0,29.04,1.6,6.3,90
4,4.99835464744,240,28.3,1015.0,22.6,71.0,28.92,1.66,7.7,99
4,4.78103488016,255,28.2,1014.2,22.4,71.0,28.9,1.53,6.5,87
4,4.3463953456,252,27.8,1016.1,22.6,73.0,28.93,1.57,6.7,90
4,3.58577616012,294,28.3,1015.2,21.5,67.0,29.05,1.51,6.9,90
4,5.32433429836,51,35.4,1044.4,13.7,60.0,30.595,13.59,24.8,276.0
4,4.56371511288,258,27.7,1014.4,20.7,66.0,28.82,1.58,7.4,126.0
4,3.04247674192,237,28.25,1014.85,21.8,68.5,28.97,1.58,7.25,105.0
4,2.716497091,210,28.52,1015.08,22.35,69.75,29.05,1.58,7.17,94.5
4,3.47711627648,183,28.8,1015.3,22.9,71.0,29.12,1.59,7.1,84
4,1.41257848732,273,27.2,1009.4,21.6,71.0,28.99,1.6,7.1,90
4,4.12907557832,294,27.65,1013.0,22.0,71.0,29.55,1.6,7.4,90.0
4,4.02041569468,219,28.1,1016.6,22.4,71.0,30.12,1.61,7.7,90
4,4.23773546196,258,-1.2,1077.9,37.5,66.0,9.555,12.81,15.4,192.0
4,3.69443604376,291,28.1,1016.1,22.6,72.0,28.83,1.8,8.7,90
4,3.8030959274,291,28.1,1016.1,22.6,72.0,28.83,1.8,8.7,90
4,3.69443604376,282,28.0,1015.2,22.8,73.0,28.455,18.08,12.7,60.0
4,4.12907557832,273,28.35,1015.05,22.8,71.5,28.76,9.82,10.7,75.0
4,3.8030959274,270,28.7,1014.9,22.8,70.0,29.07,1.57,8.7,90
4,3.8030959274,270,28.7,1015.2,22.9,71.0,29.06,1.55,8.7,87
4,4.56371511288,285,28.1,1016.6,22.4,71.0,28.89,1.58,8.0,87
4,4.67237499652,285,28.1,1016.0,21.8,68.0,28.86,1.52,7.4,93
4,4.67237499652,285,28.1,1016.0,21.8,68.0,28.86,1.52,7.4,93
4,2.49917732372,240,16.0,0.0,3.0,37.939,1.0,1.57,7.55,93.0
4,4.56371511288,264,28.4,1015.9,22.5,70.0,29.0,1.62,7.7,93
4,4.56371511288,264,28.5,1016.1,22.6,70.0,29.0,1.46,7.4,96
4,4.67237499652,270,28.3,1017.6,22.4,70.0,28.94,1.45,7.1,93
4,4.02041569468,285,28.0,1016.6,22.2,71.0,28.86,1.36,20.7,114.0
4,3.8030959274,285,28.5,1018.5,22.5,70.0,28.86,1.51,22.8,108.0
4,2.82515697464,303,28.0,1016.0,23.5,77.0,29.09,1.54,7.7,78
4,3.69443604376,276,28.3,1016.3,22.4,70.0,29.0,1.42,8.0,78
4,3.69443604376,276,28.3,1067.5,22.4,70.0,29.0,1.35,8.0,78
4,8.25815115663,129,27.8,1040.7,22.2,71.0,28.82,5.32,1.4,192.0
4,5.54165406564,264,27.75,1027.9,21.7,69.5,28.8,9.17,2.8,189.0
4,4.67237499652,267,27.7,1015.1,21.2,68.0,28.78,13.02,4.2,186
4,4.3463953456,261,27.7,1015.2,22.1,71.0,28.8,1.56,8.0,78
4,2.82515697464,288,27.8,1014.9,21.7,69.0,28.88,1.49,7.4,90
4,1.95587790552,285,26.7,1014.7,21.6,73.0,28.79,1.31,8.7,96
4,3.04247674192,267,27.25,1014.4,21.45,70.0,28.71,1.37,8.9,93.0
4,3.8030959274,264,27.8,1014.1,21.3,67.0,28.64,1.43,9.1,90
4,3.58577616012,273,27.7,1013.7,21.6,69.0,28.62,1.4,8.3,87
4,4.3463953456,258,28.3,1013.9,21.4,66.0,28.76,1.49,8.3,78
4,2.93381685828,243,28.1,1013.9,21.1,65.0,28.73,1.52,8.3,81
4,2.49917732372,33,26.35,1014.35,21.55,75.0,28.66,1.42,8.3,100.5
4,1.84721802188,315,24.6,1014.8,22.0,85.0,28.6,1.31,8.3,120
4,0.5432994182,333,25.5,1016.0,22.4,83.0,28.63,1.25,8.0,96
4,2.60783720736,159,28.1,1014.7,20.9,65.0,28.99,1.51,8.0,87
